V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75,class
2.0,180.0,29.0,19,82.0,33.0,12.0,39,146.0,2.0,7,32.0,4,2,1,3,1,5,11.0,3,2.0,0.0,1,5,4.0,4,1,1.0,5,0,5,0
0.0,68.0,26.0,1,1798.0,83.0,2.0,1,49.0,0.0,1,1.0,7,2,3,3,9,6,14.0,1,14.0,45.0,4,8,211.0,9,0,0.0,7,1,0,0
0.0,0.0,1.0,1,21198.0,154.0,7.0,8,222.0,0.0,3,1.0,4,2,1,3,9,7,21.0,3,3.0,180.0,0,8,1.0,23,1,13.0,6,2,2,1
4.0,1.0,30.0,13,4.0,15.0,51.0,14,164.0,1.0,6,13.0,9,2,1,1,9,8,90.0,0,12.0,0.0,8,6,29.0,0,2,5.0,8,2,4,1
13.0,11.0,4.0,3,0.0,0.0,56.0,20,161.0,2.0,12,0.0,7,2,6,1,9,6,15.0,3,20.0,0.0,1,8,80.0,0,1,5.0,1,0,0,0
1.0,9.0,12.0,2,36.0,2.0,1.0,2,2.0,1.0,1,2.0,7,2,7,2,9,7,7.0,0,3.0,5.0,8,7,782.0,5,0,10.0,2,7,1,1
0.0,77.0,3.0,1,2871.0,20.0,1.0,8,20.0,0.0,1,1.0,4,2,7,0,1,2,33.0,1,32.0,161.0,1,10,12.0,5,0,0.0,8,1,3,1
2.0,1.0,3.0,29,21.0,36.0,3.0,31,119.0,1.0,2,28.0,4,2,3,3,9,5,8.0,3,0.0,597.0,0,10,2.0,1,0,0.0,6,8,2,1
5.0,13.0,8.0,7,1.0,2.0,18.0,8,49.0,1.0,5,2.0,4,2,6,0,9,6,1.0,2,0.0,51.0,1,5,1.0,3,0,5.0,8,1,21,0
3.0,5.0,6.0,1,259.0,19.0,3.0,1,1.0,1.0,1,1.0,3,2,1,2,9,7,2.0,3,4.0,16.0,0,8,0.0,1,0,6.0,6,6,1,1
1.0,12.0,1.0,2,2.0,0.0,66.0,13,169.0,1.0,16,0.0,4,2,1,0,9,8,0.0,3,0.0,75.0,7,5,2.0,8,2,38.0,6,1,1,0
0.0,1.0,8.0,1,2759.0,17.0,1.0,4,11.0,0.0,1,1.0,7,2,0,2,9,6,3.0,3,0.0,186.0,1,0,5.0,1,1,3.0,6,0,35,0
1.0,1.0,3.0,8,135.0,16.0,6.0,42,53.0,1.0,3,8.0,7,2,1,3,1,6,12.0,3,48.0,705.0,2,3,4.0,3,0,3.0,6,0,1,1
2.0,1.0,9.0,4,37.0,14.0,4.0,6,104.0,2.0,4,0.0,3,2,1,3,0,7,313.0,3,1.0,103.0,4,10,11.0,1,0,0.0,7,3,1,1
0.0,1.0,9.0,2,5279.0,118.0,5.0,4,39.0,0.0,1,2.0,7,2,1,1,9,6,4.0,3,2.0,317.0,0,10,0.0,0,0,9.0,5,2,1,0
5.0,2.0,1.0,6,298.0,32.0,5.0,28,32.0,1.0,1,31.0,7,2,1,3,8,7,39.0,3,8.0,128.0,1,8,61.0,2,1,1.0,2,1,2,1
1.0,5.0,13.0,3,758.0,31.0,3.0,43,245.0,1.0,2,3.0,7,2,0,1,8,6,48.0,3,24.0,45.0,0,10,3.0,2,1,5.0,6,4,5,0
4.0,72.0,14.0,8,0.0,0.0,4.0,8,8.0,2.0,2,0.0,9,2,1,3,9,6,34.0,3,10.0,2.0,8,8,0.0,2,0,0.0,8,5,3,0
1.0,1.0,11.0,10,15.0,6.0,12.0,41,266.0,1.0,6,6.0,5,2,1,1,9,1,13.0,0,1.0,64.0,8,8,1.0,2,3,14.0,6,2,4,0
0.0,16.0,1.0,1,2662.0,45.0,65.0,7,198.0,0.0,9,1.0,7,2,1,2,8,4,26.0,1,4.0,201.0,0,8,8.0,3,1,9.0,8,1,1,0
2.0,59.0,2.0,1,36.0,1.0,76.0,2,21.0,1.0,9,1.0,7,2,1,2,8,6,1.0,1,16.0,17.0,1,8,91.0,0,0,3.0,4,1,1,1
3.0,175.0,15.0,7,64.0,7.0,91.0,28,668.0,1.0,11,7.0,3,2,6,3,8,7,12.0,3,38.0,36.0,1,5,23.0,5,2,0.0,2,0,1,0
1.0,0.0,6.0,11,1450.0,29.0,2.0,15,22.0,0.0,1,20.0,7,2,1,2,9,6,17.0,3,0.0,89.0,0,8,1.0,13,0,4.0,6,15,1,0
2.0,2.0,32.0,7,0.0,3.0,8.0,8,32.0,2.0,8,3.0,9,2,7,0,9,6,0.0,2,22.0,25.0,0,5,0.0,0,1,12.0,6,0,3,0
0.0,1.0,71.0,21,3355.0,66.0,2.0,33,60.0,0.0,1,21.0,0,2,0,0,9,6,1.0,3,13.0,211.0,1,0,18.0,1,2,4.0,8,1,7,1
15.0,1.0,2.0,28,1.0,2.0,15.0,37,36.0,1.0,1,2.0,9,2,6,3,9,6,0.0,2,7.0,117.0,8,7,1.0,1,1,10.0,7,7,0,0
0.0,334.0,10.0,6,930.0,242.0,7.0,39,405.0,0.0,2,6.0,3,2,1,0,9,4,13.0,3,24.0,27.0,0,10,143.0,0,2,1.0,8,10,1,1
1.0,233.0,1.0,6,102.0,6.0,5.0,7,31.0,1.0,2,6.0,0,2,7,3,9,1,4.0,2,5.0,11.0,5,10,4.0,1,0,0.0,7,0,10,1
2.0,-1.0,7.0,3,213.0,8.0,4.0,7,20.0,1.0,2,3.0,9,2,1,1,9,6,8.0,0,7.0,3.0,1,8,0.0,3,0,5.0,6,0,3,0
1.0,73.0,10.0,10,555.0,26.0,1.0,19,27.0,1.0,1,10.0,3,2,2,2,9,6,0.0,0,12.0,721.0,8,3,3.0,0,1,41.0,7,1,12,1
21.0,1.0,1.0,39,36.0,12.0,107.0,36,2290.0,1.0,17,12.0,7,2,1,3,9,8,49.0,1,11.0,22.0,3,5,0.0,6,0,5.0,6,4,4,0
0.0,8.0,36.0,5,2855.0,32.0,5.0,3,12.0,0.0,1,5.0,7,2,1,2,9,6,1.0,3,0.0,505.0,4,8,2.0,1,0,15.0,4,7,1,1
0.0,6.0,2.0,1,3690.0,64.0,10.0,29,64.0,0.0,1,1.0,9,2,1,2,9,2,1.0,3,0.0,138.0,1,3,43.0,2,0,6.0,8,1,2,1
1.0,22.0,6.0,13,1350.0,93.0,3.0,36,36.0,0.0,1,17.0,4,2,0,3,9,6,2.0,2,14.0,49.0,2,5,3.0,2,0,17.0,6,0,0,1
0.0,0.0,3.0,3,1719.0,77.0,14.0,3,54.0,0.0,1,3.0,3,2,5,2,9,2,63.0,3,2.0,2.0,4,7,0.0,1,1,19.0,9,1,11,0
0.0,13.0,2.0,0,2940.0,26.0,8.0,4,24.0,0.0,1,4.0,7,2,1,3,9,6,1.0,3,9.0,279.0,8,5,2.0,2,1,6.0,6,0,0,0
1.0,44.0,2.0,2,1317.0,39.0,1.0,34,50.0,1.0,1,2.0,3,2,4,3,9,9,26.0,3,27.0,57.0,5,8,1.0,1,1,8.0,7,2,3,0
0.0,17.0,48.0,18,1084.0,342.0,6.0,32,495.0,0.0,5,18.0,3,2,3,2,9,1,1.0,3,1.0,164.0,1,10,4.0,7,2,9.0,9,0,4,1
8.0,13.0,2.0,1,1349.0,9.0,15.0,5,5.0,0.0,1,1.0,7,2,0,0,8,1,9.0,2,13.0,62.0,8,7,14.0,0,0,35.0,7,2,6,0
7.0,7.0,19.0,22,0.0,14.0,7.0,22,22.0,1.0,1,0.0,7,2,1,0,8,4,1.0,2,36.0,28.0,8,8,4.0,1,0,5.0,3,2,0,1
0.0,0.0,1.0,1,12841.0,316.0,33.0,12,103.0,0.0,3,1.0,7,2,1,3,9,7,2.0,0,15.0,3.0,4,8,2.0,1,0,2.0,1,0,2,1
5.0,60.0,6.0,5,14.0,14.0,5.0,5,5.0,1.0,1,5.0,9,2,1,0,9,7,1.0,3,10.0,7.0,1,8,8.0,0,0,9.0,7,0,0,1
0.0,0.0,40.0,1,2856.0,54.0,17.0,1,36.0,0.0,4,1.0,7,2,1,0,9,8,6.0,1,8.0,148.0,0,8,11.0,0,0,8.0,6,2,0,1
4.0,3.0,3.0,25,1019.0,51.0,4.0,24,67.0,2.0,2,25.0,7,2,1,3,8,8,42.0,3,10.0,25.0,1,3,2.0,0,0,8.0,7,2,1,0
0.0,1.0,8.0,7,4109.0,147.0,1.0,16,39.0,0.0,1,10.0,7,2,7,3,9,6,1.0,2,0.0,4.0,0,3,11.0,0,1,8.0,6,1,1,1
5.0,43.0,2.0,31,8.0,6.0,13.0,45,193.0,1.0,5,5.0,7,2,1,3,9,5,36.0,3,12.0,68.0,6,3,0.0,41,0,0.0,6,0,0,1
0.0,139.0,16.0,6,4764.0,346.0,15.0,14,80.0,0.0,2,6.0,3,2,1,3,1,6,13.0,1,14.0,23.0,4,8,26.0,0,1,0.0,13,1,3,1
4.0,0.0,43.0,1,4.0,0.0,58.0,18,383.0,1.0,13,0.0,7,2,1,1,9,1,5.0,3,35.0,146.0,1,10,38.0,0,1,8.0,8,0,42,1
2.0,92.0,2.0,2,131.0,4.0,21.0,5,76.0,1.0,6,2.0,7,2,1,3,8,7,35.0,1,45.0,0.0,1,5,0.0,8,0,3.0,6,3,0,0
1.0,130.0,2.0,2,8.0,1.0,4.0,1,3.0,1.0,2,1.0,9,2,1,2,9,8,12.0,0,40.0,19.0,1,0,4.0,1,0,1.0,4,1,1,0
11.0,0.0,9.0,7,930.0,39.0,11.0,40,39.0,1.0,1,7.0,3,2,1,1,9,6,0.0,2,19.0,4.0,8,10,4.0,0,1,1.0,6,3,0,1
3.0,177.0,17.0,19,717.0,42.0,5.0,35,105.0,1.0,2,19.0,7,2,1,0,9,8,63.0,3,26.0,0.0,0,8,1.0,2,1,12.0,6,1,0,1
1.0,1.0,22.0,18,4.0,18.0,2.0,20,83.0,1.0,2,18.0,3,2,3,0,9,8,6.0,3,1.0,7.0,7,5,9.0,1,0,6.0,6,1,0,1
1.0,0.0,5.0,16,2.0,4.0,38.0,7,442.0,1.0,13,4.0,7,2,1,0,9,7,0.0,3,24.0,3.0,1,3,0.0,5,0,0.0,1,2,0,1
0.0,-1.0,5.0,4,73742.0,2333.0,0.0,4,47.0,0.0,0,4.0,3,0,1,3,9,8,62.0,3,1.0,454.0,4,8,72.0,5,0,37.0,6,5,1,1
5.0,0.0,1.0,16,109.0,16.0,16.0,20,72.0,3.0,6,16.0,3,2,1,1,9,4,0.0,0,7.0,11.0,0,3,0.0,8,0,0.0,1,1,15,0
3.0,0.0,21.0,20,5.0,12.0,3.0,20,20.0,2.0,2,12.0,3,2,0,2,9,1,1.0,1,2.0,7.0,7,8,13.0,0,1,8.0,6,1,3,1
0.0,7.0,1.0,2,2188.0,12.0,5.0,4,148.0,0.0,4,2.0,3,2,1,3,9,6,1.0,2,33.0,154.0,8,8,14.0,2,0,9.0,4,11,1,0
3.0,1206.0,0.0,2,1404.0,74.0,18.0,9,47.0,0.0,3,2.0,0,2,1,2,9,6,2.0,1,13.0,0.0,0,8,3.0,1,0,40.0,2,1,3,1
1.0,8.0,3.0,6,1248.0,31.0,5.0,18,45.0,1.0,3,6.0,3,2,1,3,1,6,4.0,3,21.0,0.0,1,8,52.0,1,0,19.0,9,11,19,0
0.0,2.0,2.0,1,1455.0,31.0,15.0,9,52.0,0.0,3,1.0,7,2,1,1,8,4,3.0,0,15.0,12.0,1,0,27.0,0,0,22.0,6,3,2,0
0.0,41.0,2.0,2,6613.0,224.0,6.0,15,168.0,0.0,2,2.0,3,2,1,3,9,1,8.0,3,0.0,18.0,1,8,21.0,1,0,1.0,6,3,1,1
2.0,151.0,5.0,1,292.0,20.0,2.0,1,1.0,1.0,1,1.0,7,2,0,3,9,6,0.0,2,0.0,564.0,0,5,1.0,0,0,0.0,7,8,1,0
3.0,184.0,25.0,14,1393.0,67.0,21.0,48,790.0,1.0,6,14.0,3,2,4,0,8,8,0.0,2,13.0,0.0,8,5,0.0,0,0,1.0,6,5,0,1
0.0,1.0,10.0,10,2315.0,34.0,1.0,22,33.0,0.0,1,14.0,6,2,7,3,9,6,1.0,3,4.0,96.0,1,8,1.0,2,0,12.0,1,2,2,1
4.0,29.0,8.0,5,120.0,13.0,4.0,24,12.0,1.0,1,12.0,4,2,1,3,9,7,2.0,0,2.0,1.0,1,8,4.0,2,0,13.0,8,1,7,1
0.0,-1.0,7.0,1,1902.0,1.0,2.0,1,1.0,0.0,1,1.0,9,2,0,1,9,6,9.0,3,14.0,202.0,1,3,4.0,8,0,14.0,6,8,2,0
5.0,92.0,50.0,10,86.0,24.0,10.0,45,59.0,1.0,2,20.0,4,2,1,0,8,1,47.0,1,0.0,0.0,8,5,7.0,1,0,18.0,7,2,1,0
3.0,26.0,5.0,17,995.0,44.0,3.0,44,44.0,1.0,1,41.0,7,2,0,3,1,11,4.0,3,12.0,60.0,1,7,14.0,1,1,107.0,6,1,1,1
4.0,1.0,2.0,6,21.0,10.0,4.0,6,6.0,1.0,1,6.0,9,2,0,2,9,7,8.0,0,42.0,209.0,1,3,18.0,11,0,13.0,6,0,0,1
3.0,6.0,6.0,0,23.0,0.0,37.0,1,1.0,1.0,3,0.0,7,2,0,2,9,8,12.0,3,35.0,13.0,0,0,26.0,0,1,20.0,7,2,20,0
3.0,2.0,3.0,2,221.0,5.0,25.0,6,122.0,1.0,11,2.0,3,2,1,2,8,8,25.0,3,2.0,7.0,2,10,7.0,0,1,20.0,8,4,31,0
0.0,27.0,25.0,2,4595.0,288.0,1.0,10,161.0,0.0,1,4.0,7,2,3,2,9,1,0.0,2,4.0,203.0,1,7,0.0,3,0,0.0,6,0,2,1
1.0,197.0,3.0,17,1332.0,33.0,2.0,16,32.0,0.0,1,21.0,7,2,0,3,8,6,46.0,3,1.0,0.0,1,10,5.0,1,0,9.0,6,21,3,1
0.0,15.0,9.0,5,4893.0,181.0,1.0,5,30.0,0.0,1,10.0,4,2,7,3,9,6,2.0,3,40.0,9.0,1,3,42.0,1,1,44.0,4,1,1,0
0.0,50.0,3.0,2,1523.0,15.0,16.0,14,30.0,0.0,4,2.0,9,2,3,1,9,6,10.0,3,2.0,18.0,0,3,1.0,4,0,10.0,7,1,1,0
0.0,4.0,6.0,6,3412.0,73.0,1.0,14,55.0,0.0,1,6.0,4,2,7,3,9,7,10.0,3,6.0,90.0,8,8,4.0,3,1,47.0,2,4,3,1
1.0,2.0,5.0,13,0.0,1.0,89.0,5,137.0,1.0,8,1.0,4,2,1,1,9,8,0.0,3,10.0,8.0,8,8,0.0,26,1,23.0,7,0,0,0
0.0,1.0,15.0,8,4911.0,244.0,12.0,8,121.0,0.0,1,8.0,3,2,2,3,9,4,11.0,3,1.0,149.0,1,8,6.0,4,0,15.0,6,1,7,1
1.0,2.0,14.0,8,4.0,5.0,2.0,8,10.0,1.0,2,5.0,6,2,0,3,9,6,1.0,3,4.0,62.0,1,8,0.0,0,0,15.0,6,0,0,0
0.0,1.0,44.0,2,1732.0,22.0,1.0,9,20.0,0.0,1,2.0,3,2,7,0,9,7,6.0,3,3.0,57.0,5,3,33.0,1,2,0.0,1,4,4,1
1.0,2.0,6.0,1,4.0,1.0,16.0,3,68.0,1.0,2,0.0,7,2,6,1,8,6,3.0,3,5.0,135.0,1,8,52.0,8,0,9.0,6,2,0,0
0.0,3.0,9.0,5,5509.0,123.0,1.0,5,15.0,0.0,1,5.0,9,2,7,2,9,6,18.0,2,26.0,44.0,1,8,5.0,1,2,20.0,6,34,2,1
0.0,0.0,42.0,2,3008.0,899.0,30.0,16,933.0,0.0,6,15.0,4,2,3,1,1,6,24.0,3,9.0,48.0,1,8,5.0,1,1,13.0,6,1,8,1
0.0,146.0,2.0,13,5184.0,515.0,1.0,1,480.0,0.0,1,21.0,7,2,1,2,9,6,1.0,2,8.0,24.0,5,3,18.0,8,0,1.0,6,0,2,1
1.0,79.0,58.0,0,0.0,0.0,114.0,0,594.0,1.0,12,0.0,3,2,3,1,9,1,0.0,3,7.0,7.0,0,3,10.0,1,1,41.0,6,2,0,0
1.0,2.0,6.0,4,2.0,1.0,18.0,1,115.0,1.0,7,1.0,7,2,4,3,9,8,1.0,3,7.0,2.0,7,5,2.0,1,1,60.0,3,10,1,1
0.0,1.0,1.0,1,7706.0,2.0,6.0,1,2.0,0.0,2,1.0,9,2,1,3,9,6,0.0,3,0.0,28.0,1,8,18.0,2,0,1.0,6,3,2,0
0.0,6.0,29.0,32,1507.0,56.0,7.0,38,185.0,0.0,6,32.0,7,2,1,2,9,8,39.0,3,3.0,96.0,1,5,0.0,3,1,4.0,2,6,2,1
7.0,-1.0,2.0,5,1208.0,7.0,10.0,1,54.0,1.0,2,5.0,4,2,1,0,8,6,2.0,3,30.0,4.0,0,10,7.0,3,0,5.0,6,1,7,0
0.0,3.0,12.0,4,8917.0,1068.0,4.0,6,297.0,0.0,2,4.0,7,2,1,0,9,9,0.0,2,3.0,53.0,8,0,0.0,7,1,0.0,6,24,2,1
1.0,1.0,46.0,4,341.0,48.0,14.0,13,189.0,1.0,6,4.0,3,2,1,1,9,8,2.0,3,15.0,157.0,0,8,14.0,1,1,4.0,6,1,1,1
4.0,1.0,62.0,0,1323.0,24.0,29.0,17,36.0,0.0,4,2.0,9,2,1,1,9,6,0.0,0,0.0,31.0,8,3,0.0,1,1,0.0,2,5,2,0
0.0,-1.0,2.0,1,1333.0,2.0,12.0,3,89.0,0.0,4,1.0,7,2,1,1,1,8,1.0,2,3.0,7.0,1,6,24.0,2,0,85.0,8,0,1,0
7.0,165.0,1.0,1,967.0,1.0,237.0,1,30.0,1.0,32,1.0,9,2,3,2,9,6,30.0,1,49.0,19.0,1,10,3.0,18,1,4.0,7,0,0,0
5.0,0.0,3.0,2,1213.0,10.0,7.0,10,10.0,0.0,1,2.0,7,2,1,1,1,7,9.0,1,2.0,37.0,5,5,0.0,13,0,0.0,6,6,7,0
0.0,1.0,1.0,1,7473.0,244.0,8.0,2,420.0,0.0,5,1.0,3,2,1,3,9,6,57.0,3,26.0,116.0,6,8,2.0,1,0,9.0,6,6,2,0
9.0,47.0,9.0,5,2.0,1.0,34.0,25,42.0,2.0,4,1.0,7,2,1,2,9,8,91.0,1,3.0,2.0,3,3,55.0,0,0,0.0,9,4,6,0
1.0,-1.0,26.0,14,1311.0,91.0,34.0,14,267.0,0.0,5,14.0,7,2,1,1,8,1,19.0,3,29.0,24.0,4,8,158.0,26,1,0.0,6,1,0,1
0.0,54.0,4.0,3,2399.0,74.0,2.0,7,14.0,0.0,1,3.0,7,2,7,2,9,6,2.0,2,0.0,59.0,1,10,16.0,4,1,1.0,6,0,1,1
0.0,26.0,16.0,1,6684.0,50.0,5.0,3,22.0,0.0,1,1.0,9,2,0,0,9,7,1.0,2,8.0,0.0,5,10,21.0,3,1,6.0,6,5,1,1
1.0,123.0,13.0,3,8.0,3.0,1.0,3,7.0,1.0,1,3.0,7,2,0,1,9,8,11.0,3,4.0,23.0,7,6,8.0,0,2,42.0,1,1,0,0
0.0,1.0,2.0,4,11396.0,670.0,3.0,45,302.0,0.0,1,4.0,7,2,0,3,1,7,2.0,3,9.0,16.0,1,7,4.0,5,1,0.0,6,5,33,0
2.0,2.0,34.0,10,1.0,10.0,2.0,10,10.0,1.0,1,10.0,4,2,0,3,9,7,19.0,3,2.0,17.0,1,8,2.0,1,0,5.0,7,3,2,1
36.0,6.0,5.0,19,2.0,5.0,47.0,19,37.0,2.0,6,5.0,7,2,1,3,9,7,1.0,3,0.0,59.0,8,8,6.0,1,1,1.0,7,2,14,0
9.0,21.0,8.0,6,8.0,6.0,9.0,6,6.0,1.0,1,6.0,4,2,1,2,9,6,0.0,0,17.0,4.0,1,7,13.0,6,0,1.0,6,1,1,0
4.0,0.0,29.0,2,4.0,41.0,50.0,4,36.0,1.0,4,2.0,7,2,1,2,1,7,4.0,3,42.0,16.0,1,0,40.0,15,2,28.0,8,2,3,1
2.0,1.0,88.0,7,1.0,0.0,114.0,7,7.0,1.0,17,0.0,4,2,1,1,9,6,0.0,1,0.0,147.0,1,10,6.0,7,1,113.0,7,2,0,0
0.0,6.0,11.0,11,3771.0,60.0,3.0,11,84.0,0.0,2,11.0,7,2,1,3,9,7,4.0,2,3.0,13.0,2,8,0.0,4,1,0.0,6,3,1,1
1.0,0.0,16.0,7,817.0,17.0,1.0,17,17.0,1.0,1,7.0,7,2,7,1,9,1,16.0,3,0.0,134.0,1,0,0.0,1,0,0.0,8,0,15,0
0.0,7.0,17.0,10,3029.0,39.0,2.0,18,37.0,0.0,1,16.0,4,2,0,3,9,4,1.0,3,7.0,1.0,7,10,43.0,1,1,41.0,7,4,0,1
1.0,1.0,71.0,15,246.0,35.0,346.0,49,960.0,1.0,52,15.0,7,2,1,0,1,8,3.0,3,1.0,16.0,4,8,16.0,3,2,0.0,6,2,1,0
12.0,15.0,18.0,9,4.0,12.0,15.0,9,170.0,2.0,4,4.0,7,2,1,0,9,1,45.0,3,13.0,56.0,2,3,2.0,1,0,2.0,6,3,1,0
1.0,0.0,557.0,9,0.0,8.0,1.0,10,10.0,1.0,1,0.0,0,2,1,2,9,1,1.0,3,12.0,32.0,8,3,34.0,0,1,0.0,8,1,5,1
0.0,-1.0,4.0,9,3186.0,323.0,12.0,7,523.0,0.0,4,55.0,7,2,1,1,9,7,13.0,3,10.0,112.0,2,8,3.0,9,2,14.0,6,0,3,0
4.0,-1.0,19.0,12,351.0,19.0,7.0,22,179.0,1.0,2,12.0,3,2,1,2,8,8,0.0,3,4.0,390.0,8,5,30.0,0,0,4.0,7,1,1,1
16.0,61.0,39.0,8,0.0,0.0,88.0,18,66.0,3.0,16,0.0,3,2,1,2,9,6,11.0,2,5.0,339.0,7,8,4.0,0,0,38.0,7,2,1,0
1.0,1.0,2.0,6,282.0,30.0,4.0,6,103.0,1.0,3,30.0,3,2,6,1,9,4,3.0,3,22.0,7.0,1,8,3.0,11,1,19.0,5,1,1,1
2.0,114.0,2.0,2,190.0,2.0,3.0,22,50.0,2.0,3,2.0,3,2,3,3,9,7,3.0,3,1.0,17.0,1,3,143.0,9,2,17.0,6,1,0,1
4.0,32.0,13.0,19,2.0,3.0,16.0,19,72.0,1.0,3,3.0,7,2,0,0,9,8,4.0,3,30.0,243.0,8,8,21.0,2,0,3.0,5,4,1,1
0.0,4.0,3.0,1,6649.0,56.0,16.0,10,157.0,0.0,5,1.0,4,2,1,0,9,11,0.0,2,34.0,11.0,1,3,5.0,0,2,20.0,8,3,0,0
0.0,28.0,215.0,7,1552.0,65.0,2.0,39,61.0,0.0,1,36.0,3,2,4,1,9,7,1.0,1,7.0,13.0,8,10,47.0,2,0,59.0,8,0,1,0
0.0,1.0,4.0,1,1463.0,10.0,8.0,9,60.0,0.0,3,1.0,3,2,6,3,8,7,8.0,0,2.0,32.0,1,8,12.0,3,1,1.0,6,1,13,0
32.0,1.0,10.0,5,1.0,0.0,42.0,7,21.0,3.0,4,0.0,7,2,1,2,1,4,110.0,0,21.0,7.0,1,8,0.0,1,0,15.0,11,5,2,0
1.0,174.0,7.0,7,671.0,29.0,6.0,40,69.0,1.0,2,7.0,4,2,1,3,9,9,2.0,3,18.0,0.0,7,0,0.0,2,1,9.0,6,3,3,0
0.0,127.0,15.0,14,2725.0,93.0,3.0,14,20.0,0.0,1,14.0,7,2,4,3,9,4,52.0,3,12.0,81.0,1,8,2.0,0,1,17.0,5,1,1,1
0.0,1.0,9.0,4,6975.0,573.0,21.0,28,687.0,0.0,4,4.0,3,2,3,3,9,4,2.0,1,2.0,10.0,8,3,4.0,0,0,8.0,6,3,1,0
0.0,0.0,223.0,13,1185.0,46.0,1.0,12,29.0,0.0,1,13.0,9,2,7,2,9,6,3.0,3,3.0,23.0,1,3,4.0,1,0,10.0,6,0,1,1
10.0,0.0,4.0,4,329.0,6.0,10.0,29,29.0,2.0,2,4.0,7,2,1,2,1,1,52.0,3,3.0,401.0,1,8,0.0,3,0,0.0,6,0,2,0
1.0,0.0,2.0,4,139.0,4.0,1.0,4,4.0,1.0,1,4.0,4,2,1,3,9,7,10.0,3,11.0,34.0,1,3,59.0,0,1,10.0,6,5,1,1
0.0,1.0,4.0,1,7356.0,156.0,2.0,8,127.0,0.0,2,1.0,7,2,0,2,9,11,10.0,1,0.0,5.0,1,3,0.0,1,0,4.0,4,4,1,0
7.0,34.0,3.0,3,105.0,6.0,70.0,17,227.0,2.0,19,3.0,3,2,3,3,9,9,0.0,0,19.0,28.0,1,8,0.0,14,1,11.0,2,1,3,1
0.0,3.0,91.0,19,3949.0,83.0,136.0,23,75.0,0.0,2,22.0,7,2,4,0,9,6,1.0,1,22.0,0.0,8,8,0.0,6,0,1.0,6,3,0,0
0.0,0.0,6.0,14,2895.0,96.0,24.0,39,333.0,0.0,3,14.0,7,2,1,3,8,8,11.0,2,15.0,290.0,8,3,1.0,0,1,7.0,4,0,1,1
4.0,0.0,3.0,8,0.0,0.0,23.0,8,14.0,1.0,4,0.0,7,2,1,3,9,8,0.0,0,3.0,40.0,1,3,119.0,2,1,6.0,6,5,0,0
2.0,0.0,8.0,31,80.0,41.0,2.0,31,31.0,1.0,1,31.0,4,2,0,0,1,2,16.0,3,4.0,65.0,1,8,0.0,10,1,0.0,6,1,1,1
1.0,1.0,16.0,5,1.0,14.0,1.0,5,5.0,1.0,1,4.0,4,2,7,3,9,8,0.0,0,21.0,785.0,1,5,6.0,2,0,0.0,6,1,1,0
13.0,176.0,4.0,6,8.0,0.0,36.0,27,402.0,1.0,8,0.0,4,2,1,2,8,8,10.0,2,2.0,36.0,0,8,24.0,2,1,17.0,6,1,0,0
1.0,76.0,3.0,5,1330.0,17.0,5.0,16,68.0,1.0,2,5.0,9,2,1,3,9,6,4.0,0,46.0,40.0,7,5,0.0,0,0,0.0,6,1,38,1
1.0,0.0,2.0,1,398.0,17.0,1.0,6,9.0,1.0,1,1.0,3,2,7,3,1,6,2.0,3,19.0,236.0,8,8,31.0,1,1,5.0,7,0,1,1
1.0,-1.0,7.0,19,715.0,25.0,1.0,25,54.0,1.0,1,19.0,0,2,1,1,9,6,54.0,3,49.0,32.0,4,5,4.0,3,0,11.0,7,6,2,1
1.0,0.0,1.0,2,7.0,1.0,65.0,3,72.0,1.0,15,1.0,9,2,4,0,9,6,9.0,1,43.0,10.0,7,8,39.0,1,1,1.0,8,0,2,1
11.0,1.0,20.0,13,18.0,11.0,15.0,14,14.0,1.0,2,11.0,3,2,1,1,9,4,17.0,2,46.0,139.0,1,5,137.0,1,4,1.0,8,7,0,0
0.0,56.0,7.0,30,1496.0,935.0,2.0,48,60.0,0.0,2,30.0,7,2,1,2,9,8,1.0,0,3.0,11.0,1,8,10.0,1,0,5.0,1,3,1,1
1.0,0.0,1.0,1,1326.0,9.0,9.0,0,718.0,0.0,7,1.0,3,2,1,1,9,6,17.0,3,25.0,54.0,0,8,1.0,2,0,10.0,8,0,2,0
2.0,4.0,8.0,10,616.0,56.0,2.0,41,80.0,1.0,1,10.0,7,2,0,2,9,6,23.0,3,4.0,7.0,1,8,3.0,1,1,4.0,6,1,5,1
0.0,1.0,11.0,15,4517.0,161.0,14.0,30,202.0,0.0,2,15.0,7,2,1,3,9,8,17.0,3,13.0,53.0,5,3,2.0,2,0,22.0,6,3,0,1
0.0,1.0,8.0,8,2651.0,11.0,14.0,7,53.0,0.0,2,9.0,9,2,1,0,9,6,1.0,2,4.0,219.0,1,3,29.0,0,1,1.0,6,0,1,1
0.0,2.0,3.0,8,2486.0,136.0,1.0,25,75.0,0.0,1,8.0,3,2,7,3,9,7,6.0,3,4.0,52.0,1,8,0.0,0,1,29.0,6,3,0,1
1.0,18.0,14.0,16,14.0,12.0,40.0,31,572.0,1.0,11,9.0,7,2,1,3,9,1,18.0,3,1.0,98.0,1,10,9.0,5,1,6.0,8,1,5,0
